   0.65                   1.069      0.065
   0.91                   0.928      0.054
   2.20                   0.878      0.116
   2.75                   0.841      0.108
   3.75                   0.837      0.222
   4.20                   1.240      0.156
   5.20                   1.176      0.508






