0.14 1.012 0.018
0.30 1.023 0.018
0.45 1.009 0.016
0.60 0.984 0.017
0.75 0.938 0.025
1.00 0.971 0.026
1.25 0.961 0.038
1.50 0.993 0.043
1.75 0.899 0.039
2.00 1.030 0.055
2.50 0.918 0.043
3.00 0.951 0.068
