12.2	4.71309	3.00282
15.75	1.19131	5.31306
1.85	0.775601	0.0641536
4.6	0.498989	0.716937
5.1	0.929358	0.249681
6.1	0.904299	0.378066
7.1	1.55743	0.777459
8	1.28768	1.36555
9	2.31062	1.51845
9.9	0.957212	2.07012
