 0.65   0.968   0.032
 0.91   1.028   0.019
 2.20   1.050   0.016
 2.75   1.055   0.010
 3.75   1.044   0.015
 4.20   1.012   0.012
 5.20   1.007   0.032
 2.64   1.053   0.015
 3.20   1.048   0.015
 4.10   1.031   0.015

