     20.2000      0.7248      0.0226      1.5244      0.7292      2.1033      1.0247
     20.3000      0.7239      0.0228      1.4917      0.7146      2.0606      1.0053
     20.4000      0.7231      0.0230      1.4594      0.7000      2.0182      0.9858
     20.5000      0.7223      0.0232      1.4274      0.6854      1.9763      0.9661
     20.6000      0.7215      0.0234      1.3960      0.6707      1.9349      0.9464
     20.7000      0.7207      0.0237      1.3649      0.6561      1.8939      0.9267
     20.8000      0.7199      0.0239      1.3344      0.6416      1.8535      0.9070
     20.9000      0.7192      0.0241      1.3044      0.6271      1.8137      0.8874
     21.0000      0.7185      0.0243      1.2749      0.6127      1.7745      0.8679
     21.1000      0.7178      0.0246      1.2459      0.5985      1.7358      0.8485
     21.2000      0.7171      0.0248      1.2175      0.5844      1.6978      0.8294
     21.3000      0.7164      0.0250      1.1896      0.5705      1.6605      0.8104
     21.4000      0.7157      0.0253      1.1623      0.5568      1.6238      0.7916
     21.5000      0.7151      0.0255      1.1355      0.5432      1.5878      0.7730
     21.6000      0.7145      0.0258      1.1093      0.5299      1.5525      0.7547
     21.7000      0.7139      0.0260      1.0836      0.5168      1.5179      0.7367
     21.8000      0.7133      0.0263      1.0586      0.5040      1.4840      0.7190
     21.9000      0.7128      0.0265      1.0340      0.4913      1.4507      0.7016
     22.0000      0.7122      0.0268      1.0101      0.4790      1.4182      0.6845
     22.1000      0.7117      0.0271      0.9867      0.4668      1.3863      0.6677
     22.2000      0.7112      0.0274      0.9638      0.4549      1.3551      0.6512
     22.3000      0.7107      0.0276      0.9415      0.4433      1.3247      0.6351
     22.4000      0.7103      0.0279      0.9197      0.4320      1.2949      0.6193
     22.5000      0.7098      0.0282      0.8985      0.4209      1.2657      0.6038
     22.6000      0.7094      0.0285      0.8777      0.4100      1.2373      0.5887
     22.7000      0.7090      0.0288      0.8575      0.3995      1.2094      0.5739
     22.8000      0.7086      0.0291      0.8378      0.3891      1.1823      0.5595
     22.9000      0.7083      0.0294      0.8186      0.3791      1.1558      0.5454
     23.0000      0.7079      0.0298      0.7999      0.3693      1.1299      0.5317
     23.1000      0.7076      0.0301      0.7816      0.3597      1.1046      0.5182
     23.2000      0.7073      0.0304      0.7638      0.3504      1.0799      0.5052
     23.3000      0.7070      0.0307      0.7465      0.3413      1.0558      0.4924
     23.4000      0.7068      0.0311      0.7296      0.3325      1.0323      0.4800
     23.5000      0.7065      0.0314      0.7132      0.3239      1.0094      0.4678
     23.6000      0.7063      0.0318      0.6971      0.3156      0.9870      0.4560
     23.7000      0.7061      0.0322      0.6815      0.3075      0.9652      0.4446
     23.8000      0.7060      0.0325      0.6663      0.2996      0.9439      0.4334
     23.9000      0.7058      0.0329      0.6515      0.2919      0.9231      0.4225
     24.0000      0.7057      0.0333      0.6371      0.2844      0.9029      0.4119
     24.1000      0.7056      0.0337      0.6231      0.2772      0.8831      0.4015
     24.2000      0.7055      0.0341      0.6094      0.2701      0.8638      0.3915
     24.3000      0.7054      0.0345      0.5961      0.2632      0.8450      0.3817
     24.4000      0.7053      0.0349      0.5831      0.2566      0.8267      0.3722
     24.5000      0.7053      0.0353      0.5705      0.2501      0.8088      0.3630
     24.6000      0.7053      0.0357      0.5582      0.2438      0.7914      0.3540
     24.7000      0.7053      0.0361      0.5462      0.2377      0.7744      0.3453
     24.8000      0.7054      0.0366      0.5345      0.2318      0.7578      0.3368
     24.9000      0.7054      0.0370      0.5231      0.2260      0.7416      0.3285
     25.0000      0.7055      0.0375      0.5121      0.2204      0.7258      0.3205
     25.1000      0.7056      0.0380      0.5013      0.2150      0.7104      0.3127
     25.2000      0.7058      0.0384      0.4908      0.2097      0.6954      0.3051
     25.3000      0.7059      0.0389      0.4805      0.2046      0.6807      0.2977
     25.4000      0.7061      0.0394      0.4706      0.1996      0.6664      0.2905
     25.5000      0.7063      0.0399      0.4609      0.1947      0.6525      0.2835
     25.6000      0.7066      0.0404      0.4514      0.1900      0.6389      0.2768
     25.7000      0.7068      0.0409      0.4422      0.1855      0.6256      0.2702
     25.8000      0.7071      0.0415      0.4332      0.1810      0.6126      0.2637
     25.9000      0.7074      0.0420      0.4244      0.1767      0.6000      0.2575
     26.0000      0.7077      0.0425      0.4159      0.1725      0.5876      0.2514
     26.1000      0.7081      0.0431      0.4075      0.1684      0.5756      0.2455
     26.2000      0.7085      0.0437      0.3994      0.1645      0.5638      0.2398
     26.3000      0.7089      0.0442      0.3915      0.1606      0.5523      0.2342
     26.4000      0.7093      0.0448      0.3838      0.1569      0.5411      0.2288
     26.5000      0.7097      0.0454      0.3763      0.1533      0.5301      0.2235
     26.6000      0.7102      0.0460      0.3689      0.1498      0.5194      0.2184
     26.7000      0.7107      0.0467      0.3618      0.1463      0.5090      0.2134
     26.8000      0.7113      0.0473      0.3548      0.1430      0.4988      0.2085
     26.9000      0.7118      0.0479      0.3480      0.1397      0.4888      0.2038
     27.0000      0.7124      0.0486      0.3413      0.1366      0.4791      0.1992
     27.1000      0.7131      0.0493      0.3348      0.1335      0.4696      0.1947
     27.2000      0.7137      0.0500      0.3285      0.1305      0.4603      0.1904
     27.3000      0.7144      0.0507      0.3224      0.1277      0.4512      0.1862
     27.4000      0.7151      0.0514      0.3163      0.1248      0.4424      0.1820
     27.5000      0.7158      0.0521      0.3104      0.1221      0.4337      0.1780
     27.6000      0.7166      0.0528      0.3047      0.1194      0.4252      0.1741
     27.7000      0.7174      0.0536      0.2991      0.1168      0.4169      0.1703
     27.8000      0.7182      0.0544      0.2936      0.1143      0.4088      0.1666
     27.9000      0.7191      0.0551      0.2883      0.1118      0.4009      0.1630
     28.0000      0.7199      0.0559      0.2831      0.1095      0.3932      0.1595
     28.1000      0.7209      0.0567      0.2780      0.1071      0.3856      0.1561
     28.2000      0.7218      0.0576      0.2730      0.1049      0.3782      0.1527
     28.3000      0.7228      0.0584      0.2681      0.1027      0.3710      0.1495
