2.8620 0.105E+01         0.01177988115
3.6210 0.104E+01         0.01492033512
5.0270 0.102E+01         0.00936586355
4.9910 0.103E+01         0.01304988889
5.0170 0.102E+01         0.01155330689
7.3000 0.951E+00         0.01315790257
9.6290 0.885E+00         0.01674305826
11.9900 0.852E+00        0.02510019920
15.7200 0.762E+00        0.06745227943
19.4700 0.710E+00        0.05017668781
23.2400 0.736E+00        0.03160193190
26.9900 0.719E+00        0.04030618360
31.2000 0.730E+00        0.06390005274
