1.5770 0.105E+01         0.00824487720
4.5430 0.102E+01         0.00930330049
5.9470 0.997E+00         0.00840707440
6.9930 0.970E+00         0.00815914824
7.9920 0.938E+00         0.00830171669
9.0020 0.921E+00         0.00999522386
9.8070 0.901E+00         0.01048790732
11.1870 0.872E+00        0.01177085383
1.8585 0.105E+01         0.01212693284
9.0526 0.915E+00         0.01090442112
12.5678 0.832E+00        0.01720465053
15.7549 0.800E+00        0.02751181564
12.0600 0.846E+00        0.01392333653
